geometry
POINT (-124.193207259445 42.07726589012728)
POINT (-124.0081035319835 42.0252057430687)
POINT (-123.5766126580967 42.03755162079835)
POINT (-122.5640631551258 42.04072617192108)
POINT (-122.4031040261955 42.01765731682455)
POINT (-122.0461671565797 42.06399181163304)
POINT (-121.7858168352602 42.07164953339021)
POINT (-121.4658104294809 42.0092451179412)
POINT (-120.8890708239657 42.00942551309934)
POINT (-120.4520409361542 42.03544323822127)
POINT (-119.8794854776862 42.05423256787876)
POINT (-119.6846335902823 42.03827397002857)
POINT (-118.9661970227918 42.03409649456501)
POINT (-118.2639117980194 42.06621292281856)
POINT (-117.6603542113918 42.07195048480976)
POINT (-117.2399880465496 42.01944911935679)
POINT (-117.0850635235175 42.03564169061795)
POINT (-124.0627575583403 42.17572935297952)
POINT (-123.9178540132634 42.17009778328654)
POINT (-123.7642645597468 42.11479490583788)
POINT (-123.441706415626 42.10455356635315)
POINT (-123.1974977807748 42.18309003470666)
POINT (-122.4575395730319 42.19798003830429)
POINT (-122.1696582774037 42.1702491512047)
POINT (-121.703755754882 42.19613080768357)
POINT (-121.3065987293267 42.19285019046727)
POINT (-121.1076313871153 42.14205628388081)
POINT (-120.9735519961644 42.19206604255846)
POINT (-120.8124330734229 42.13965741619982)
POINT (-120.540884439224 42.15043224650741)
POINT (-120.3074229089948 42.10947715435773)
POINT (-120.0566807789543 42.1080133998284)
POINT (-119.2951806274909 42.14639068401681)
POINT (-119.15033765065 42.13338257319064)
POINT (-118.4239603029058 42.15841520569973)
POINT (-118.0850226847058 42.12185119649306)
POINT (-117.8486992214429 42.15500691640541)
POINT (-117.5085284822975 42.12665826682188)
POINT (-117.3745150895108 42.18948916097295)
POINT (-123.603399430217 42.2177642853224)
POINT (-123.4644328412712 42.25019963389531)
POINT (-123.3238845788516 42.27816423632346)
POINT (-122.8631016365895 42.26067931860079)
POINT (-122.7180754681904 42.22296285482854)
POINT (-122.0162165824286 42.25792283414597)
POINT (-121.8413668763909 42.24376764332858)
POINT (-121.4991901351082 42.21258190437409)
POINT (-120.2923935348683 42.26484112615393)
POINT (-119.780509815095 42.26147604778458)
POINT (-119.6304808088733 42.22622947687616)
POINT (-119.4257421915774 42.2404581683294)
POINT (-119.2215478360136 42.26695225479055)
POINT (-119.0043280711165 42.20640873500687)
POINT (-118.6772151323285 42.21563607613226)
POINT (-118.2790952291291 42.26746431287828)
POINT (-118.0060546715865 42.23936551086685)
POINT (-117.5958842247778 42.25584456499183)
POINT (-117.1694212780182 42.27953779698485)
POINT (-124.1911702047142 42.34352901134783)
POINT (-123.8892596184232 42.34031136572582)
POINT (-123.70930251834 42.3168605563026)
POINT (-123.0190971415131 42.35709443653801)
POINT (-121.6202235549832 42.30765309775374)
POINT (-121.3414709211782 42.36373875160959)
POINT (-121.1843142020443 42.30586998910214)
POINT (-120.9169253390319 42.3333193636247)
POINT (-120.6484056872517 42.29949344554473)
POINT (-120.4251673697794 42.3922188250545)
POINT (-120.1575619480067 42.33553656808525)
POINT (-119.9716452786781 42.30410459995241)
POINT (-119.3753552094483 42.3931723661109)
POINT (-118.9628834652037 42.34391960036416)
POINT (-118.7916915080167 42.30229086520723)
POINT (-118.6035471680295 42.36695706792732)
POINT (-118.4321421316144 42.3734225304289)
POINT (-118.1484055261574 42.3480521763796)
POINT (-117.9049506982628 42.37733062858054)
POINT (-117.7372273795037 42.36171543573256)
POINT (-117.4472156967363 42.33614315572581)
POINT (-123.7556235809737 42.49061792470573)
POINT (-123.5027958731209 42.41291727201766)
POINT (-123.2532787159884 42.46365328897488)
POINT (-122.8573701703714 42.46430188936978)
POINT (-122.704880423296 42.40586420067664)
POINT (-122.5630876363866 42.43496556285549)
POINT (-122.3351157121336 42.39805852941985)
POINT (-121.9936187784789 42.44028297121891)
POINT (-121.7652091862448 42.4863219347664)
POINT (-121.5330819064578 42.42828717037638)
POINT (-121.0267884554649 42.48042806650525)
POINT (-120.7734334094577 42.43961217842271)
POINT (-120.5318743997588 42.48307849382918)
