geometry
POINT (-124.0060185682242 42.05298715069735)
POINT (-123.935457726489 42.01931170656326)
POINT (-123.7360326781372 42.04791279659581)
POINT (-123.5841790040629 42.01437984235212)
POINT (-123.3468238411765 42.05098133700183)
POINT (-123.1634114045409 42.02708828555725)
POINT (-122.8928854971714 42.04416887554646)
POINT (-122.7749062544504 42.00885327324249)
POINT (-122.5572758564135 42.01707272994248)
POINT (-122.4519290467934 42.04046345750023)
POINT (-122.3381509383528 42.03571251724851)
POINT (-122.1020654047112 42.04517120219992)
POINT (-121.6786865949849 42.0553347153274)
POINT (-121.4289862827748 42.04450102987263)
POINT (-120.6786872829908 42.02012664350774)
POINT (-120.5428819187142 42.01983538276115)
POINT (-120.426752683691 42.02550509682078)
POINT (-120.3458901026116 42.01509693232912)
POINT (-120.2772105524548 42.05680157649574)
POINT (-120.0287452924964 42.03969182598323)
POINT (-119.7640928812322 42.03076222323594)
POINT (-119.4267887567611 42.04222660001951)
POINT (-119.3534033294823 42.01126904334621)
POINT (-119.2790507626383 42.05776404149895)
POINT (-119.1911221770647 42.01312167622073)
POINT (-118.9973033161409 42.01106221851108)
POINT (-118.900805650568 42.02165274312489)
POINT (-118.7665781335737 42.05452888333989)
POINT (-118.6399886652084 42.02804777585602)
POINT (-118.236864704978 42.02614293288705)
POINT (-117.9716138954545 42.01438818468482)
POINT (-117.8878774813327 42.04765315859606)
POINT (-117.5822034044164 42.03964220946785)
POINT (-117.3588313006358 42.0341819586199)
POINT (-117.2479857212118 42.04456382290421)
POINT (-124.1399362690108 42.10772932775031)
POINT (-123.8674031354187 42.07230403753445)
POINT (-123.539390643797 42.10561974884369)
POINT (-123.4416936816051 42.08547685376027)
POINT (-123.124854703535 42.10183086216226)
POINT (-122.9942406858846 42.08103203597878)
POINT (-122.7932508997917 42.10888490513588)
POINT (-122.6344092541629 42.06519464846875)
POINT (-122.5599786894771 42.10896834719323)
POINT (-122.2449665401772 42.0705600246994)
POINT (-121.9728867166898 42.07187186306952)
POINT (-121.8777748869186 42.07714527666374)
POINT (-121.5616601943486 42.06351407156071)
POINT (-121.1864506495353 42.06551170003336)
POINT (-121.0394511120575 42.07150856187848)
POINT (-120.5947642186944 42.07575547459258)
POINT (-120.5048221880392 42.10777977915559)
POINT (-119.873042571404 42.10111999611979)
POINT (-119.6665731951616 42.06749645959307)
POINT (-119.5278291405587 42.09841979109891)
POINT (-119.1756934458691 42.0868199374638)
POINT (-118.8460366497226 42.09534256450208)
POINT (-118.3932045070526 42.08164923432076)
POINT (-118.1428947516454 42.06064588190064)
POINT (-117.7088132314736 42.08035438184294)
POINT (-117.4426113753976 42.08469999143075)
POINT (-117.2036839970614 42.10951292678182)
POINT (-124.030558820756 42.14706757151075)
POINT (-123.9400457232826 42.11466178981394)
POINT (-123.2702405714112 42.12974840271747)
POINT (-123.1910904663256 42.14895093369004)
POINT (-122.891598518061 42.14820673354114)
POINT (-122.6661125135502 42.14253531850731)
POINT (-122.4601838000869 42.12492398339558)
POINT (-122.3272998005317 42.12026709243868)
POINT (-122.22761585453 42.14443017768377)
POINT (-122.138118889362 42.14171092631558)
POINT (-122.0388929468454 42.15235989340959)
POINT (-121.4421686044261 42.16066892379066)
POINT (-121.3292608819781 42.14389612763684)
POINT (-120.8735269177445 42.14117024442819)
POINT (-120.736595908398 42.12821280616244)
POINT (-120.3932552114128 42.15354904880557)
POINT (-120.3180556719427 42.12714739580145)
POINT (-119.9591916548801 42.1524974555273)
POINT (-119.5800281304234 42.16054348138708)
POINT (-119.3979181999964 42.1162209961739)
POINT (-119.2924000708214 42.13913644679371)
POINT (-119.1620978995318 42.16399238094998)
POINT (-119.0791796986916 42.14222424242815)
POINT (-118.9970188540378 42.12159419466929)
POINT (-118.61707048674 42.13472568636346)
POINT (-118.509035644585 42.12670803261104)
POINT (-118.318363190979 42.13278194762067)
POINT (-118.2416014705338 42.14550019934706)
POINT (-118.0336934610697 42.13267041987051)
POINT (-117.9264533254112 42.13933128446286)
POINT (-117.644891181421 42.14362258604208)
POINT (-117.3493543057081 42.14061926807673)
POINT (-117.119139659379 42.11246825050782)
POINT (-124.2302345203838 42.17614323527769)
POINT (-124.1652538965857 42.2161605948287)
POINT (-123.8530823616833 42.18918002773442)
POINT (-123.7581045491205 42.17148778489917)
POINT (-123.6231645561368 42.16547145546742)
POINT (-123.4641500784127 42.20497459033013)
POINT (-123.3729882522683 42.20256863094136)
POINT (-123.0286263825192 42.17187510365614)
POINT (-122.9335746752945 42.21233135252239)
POINT (-122.8506952353883 42.21498006489268)
POINT (-122.3842769753955 42.21731451118381)
POINT (-121.9563960658182 42.17698340147642)
POINT (-121.8573740376746 42.20556075687286)
POINT (-121.7355289917438 42.18650323057746)
POINT (-121.6501494327077 42.2085053352171)
POINT (-121.1324989772493 42.18803219976778)
POINT (-121.0503792129626 42.20824915486566)
POINT (-120.6452657110169 42.20389860378843)
POINT (-120.5359698961533 42.19455679488866)
POINT (-120.4435174872663 42.21638178570893)
POINT (-120.286813407937 42.19771462899897)
POINT (-120.1742867914915 42.18111880704707)
POINT (-120.0701514662267 42.1680716256021)
POINT (-119.8716342355243 42.19896668976449)
POINT (-119.7515518638897 42.18665662461268)
