geometry
POINT (-124.1215989105355 42.01770819395433)
POINT (-124.0812245938141 42.03125810211398)
POINT (-124.041808984288 42.02291597961509)
POINT (-123.983448905325 42.02391572801052)
POINT (-123.8484534955906 42.01793664437496)
POINT (-123.6770658123966 42.00811960422979)
POINT (-123.5295225220374 42.01949711821794)
POINT (-123.4552869666908 42.0096596991992)
POINT (-123.391703182707 42.00738599494657)
POINT (-123.0645062670696 42.02603327758133)
POINT (-122.8757045226036 42.02785572685954)
POINT (-122.8323576313712 42.01912034060796)
POINT (-122.7627030602429 42.0316468976896)
POINT (-122.5572063877149 42.01996796633169)
POINT (-122.4600464824782 42.0291365643259)
POINT (-122.231166051601 42.00846689782543)
POINT (-122.0958333679279 42.02694780434065)
POINT (-122.0279770579586 42.0253445702687)
POINT (-121.9455879793935 42.02932118774584)
POINT (-121.8929164017331 42.00742613057805)
POINT (-121.7439844718415 42.02059441223851)
POINT (-121.6012628797408 42.03194848901909)
POINT (-121.5346385766994 42.02327308347601)
POINT (-121.4970143281362 42.01521912331584)
POINT (-121.2376097581847 42.016295284046)
POINT (-121.1989492659763 42.0153909502351)
POINT (-121.137082582174 42.01748820540143)
POINT (-121.0625919581054 42.02163388858289)
POINT (-120.9554486910664 42.02313795649022)
POINT (-120.8518883348988 42.0154796446237)
POINT (-120.7973394729297 42.02949495212192)
POINT (-120.7171678521999 42.02058474115721)
POINT (-120.6619715664544 42.01735731363875)
POINT (-120.5484069605375 42.01699494076069)
POINT (-120.5036543291056 42.0193887319335)
POINT (-120.4365893175586 42.01579271685067)
POINT (-120.3214519400895 42.0155301162042)
POINT (-120.2458665301544 42.01066907439321)
POINT (-119.8644837825451 42.01678354153465)
POINT (-119.8139039785903 42.01004959570676)
POINT (-119.7514341264252 42.01518305899435)
POINT (-119.6240210059871 42.01041494246121)
POINT (-119.5428077229343 42.0191061579807)
POINT (-119.4706792605233 42.0308365554837)
POINT (-119.3742058907568 42.01363143987876)
POINT (-119.306953741872 42.01662529047843)
POINT (-119.1897710532403 42.01147718703463)
POINT (-119.1335064589172 42.02033921495037)
POINT (-119.0605545331575 42.02333112659193)
POINT (-118.9662945764899 42.00965117553226)
POINT (-118.8902387222218 42.03019107131464)
POINT (-118.8184732516522 42.00891100745597)
POINT (-118.6617439103968 42.01414427830701)
POINT (-118.6131228008472 42.01725616558206)
POINT (-118.5438723431296 42.01195145596039)
POINT (-118.4458668256199 42.00822422855088)
POINT (-118.2550711559502 42.02675824295974)
POINT (-118.1516475309082 42.01423191976694)
POINT (-117.9477268072398 42.02647902713046)
POINT (-117.9041597224298 42.0084528730162)
POINT (-117.6505710768781 42.0085430400061)
POINT (-117.5859463078256 42.03066547682761)
POINT (-117.5489110664493 42.00726127172255)
POINT (-117.4128357407486 42.02978689289895)
POINT (-117.3708137032537 42.01381472924861)
POINT (-117.2761343739588 42.0266390637186)
POINT (-117.2241655198182 42.01944035218417)
POINT (-117.0333069610073 42.01705872615977)
POINT (-123.8836854184441 42.03565593401409)
POINT (-123.8045245675452 42.04442696267154)
POINT (-123.7355229653602 42.0470362031735)
POINT (-123.6252370664376 42.0563175705662)
POINT (-123.4951562264098 42.05778252161922)
POINT (-123.4131750908096 42.05897517143671)
POINT (-123.3409253401023 42.05459835199964)
POINT (-123.2708172415562 42.04010557993615)
POINT (-123.2110970560427 42.05026470796491)
POINT (-123.1480859114433 42.05490277638016)
POINT (-123.0258466794827 42.03979522521807)
POINT (-122.9736060097703 42.03403148676959)
POINT (-122.9125946082865 42.04070817131905)
POINT (-122.706179454162 42.04948580015172)
POINT (-122.5880116868754 42.0418922693345)
POINT (-122.3866367212726 42.0391510487378)
POINT (-122.3347972748522 42.03365478827083)
POINT (-122.2633000722421 42.03503977105521)
POINT (-122.1487193889862 42.03404453687802)
POINT (-121.8770845751528 42.05162591789625)
POINT (-121.8166980976118 42.04589019700421)
POINT (-121.6718639118783 42.0384613163706)
POINT (-121.5690373190401 42.05563860971358)
POINT (-121.4649416728467 42.04569348621768)
POINT (-121.4201496861231 42.03408586490195)
POINT (-121.3513680167208 42.04203279548352)
POINT (-121.2920137666268 42.03262224534213)
POINT (-121.1596475630318 42.05551005608061)
POINT (-121.0962792195893 42.04362354067731)
POINT (-121.0036371026116 42.04189776899034)
POINT (-120.8748608835515 42.05720676772721)
POINT (-120.7291013023836 42.05735828575757)
POINT (-120.5673472449184 42.05180879003692)
POINT (-120.3821731188981 42.04680131380856)
POINT (-120.2759407067188 42.04242720183365)
POINT (-120.2169786854004 42.03672639137725)
POINT (-120.1436495687058 42.04990993458669)
POINT (-120.0013772390758 42.05088218164207)
POINT (-119.9479861561911 42.03877482802166)
POINT (-119.9071384198654 42.04038693115555)
POINT (-119.7771939795882 42.04630425187192)
POINT (-119.7166019327383 42.03469489449006)
POINT (-119.6774671901802 42.05619396980396)
POINT (-119.5892974065261 42.03951791454691)
POINT (-119.3448516321053 42.03729277996031)
POINT (-119.2489028891129 42.0372182095747)
POINT (-119.0127296494661 42.03345895140593)
POINT (-118.9376103303714 42.05489751531715)
POINT (-118.8160820020453 42.04714383504272)
POINT (-118.7648749319612 42.05034035702353)
POINT (-118.7083795899918 42.04748936745176)
POINT (-118.5590428278121 42.04942349171585)
POINT (-118.4791997237326 42.03992122785352)
POINT (-118.4164189467164 42.03508526610221)
POINT (-118.3576671237395 42.04401172484842)
POINT (-118.2885618099419 42.04792963720915)
POINT (-118.087623386495 42.05171726709828)
