geometry
POINT (-124.1386983438549 42.02147400958427)
POINT (-123.7838989971076 42.0268757612894)
POINT (-123.5589834786059 42.05081651654468)
POINT (-123.3616890770252 42.0248367309652)
POINT (-122.9663968050317 42.05558591957702)
POINT (-122.8081047031901 42.02749562988933)
POINT (-122.656638826019 42.05142429646031)
POINT (-122.2503821850188 42.05615260768081)
POINT (-121.7512090296785 42.05045206830591)
POINT (-121.3242859163283 42.07858053327049)
POINT (-120.8929713774683 42.07615109166225)
POINT (-120.7675184459754 42.04240268390352)
POINT (-119.8723044407176 42.07190647150077)
POINT (-119.3485159894615 42.05929765747192)
POINT (-119.087683778029 42.06657451201672)
POINT (-118.6929069557037 42.07491279347548)
POINT (-118.4981858252674 42.06490903468769)
POINT (-118.2142979335173 42.06771845353626)
POINT (-117.811529629991 42.08193210833531)
POINT (-117.5343653899154 42.00931486354154)
POINT (-117.4110883670733 42.06557070952245)
POINT (-117.2059417897452 42.08808503097604)
POINT (-124.0767244825583 42.14760864589504)
POINT (-123.913517233987 42.10074588929798)
POINT (-123.3402116948584 42.16770521103437)
POINT (-123.0819343174751 42.16215320913412)
POINT (-122.8965786964816 42.16170469253067)
POINT (-122.3920566061611 42.0951911610859)
POINT (-122.0893563152349 42.1777792992132)
POINT (-121.8787387780827 42.13596949013397)
POINT (-121.4675732040378 42.1524174503997)
POINT (-121.1207239229472 42.0991331771508)
POINT (-120.6235987860936 42.1563415602803)
POINT (-120.4562922054603 42.11178525871248)
POINT (-120.2727849312568 42.12265132800378)
POINT (-120.0630437095081 42.14066632218522)
POINT (-119.7565769224152 42.14382014069758)
POINT (-118.8506446384196 42.09971852264589)
POINT (-118.0342441278214 42.17612684886987)
POINT (-124.2250576870158 42.25179410217127)
POINT (-123.8439052515199 42.25136307981085)
POINT (-123.7175322267306 42.25867100773719)
POINT (-123.5034269123755 42.20192471479098)
POINT (-123.1973208129871 42.25591549675463)
POINT (-122.7890678600886 42.25602493308887)
POINT (-122.6186502806047 42.19434097517743)
POINT (-122.417739659718 42.22440382378397)
POINT (-122.2746937436259 42.19463666738356)
POINT (-121.7595676296576 42.2699219451966)
POINT (-121.6241645256971 42.21396549481795)
POINT (-121.2156253709009 42.21408887890167)
POINT (-120.815577208347 42.18485310318989)
POINT (-120.3139802113494 42.26671373505842)
POINT (-120.1869129281561 42.2139091391138)
POINT (-119.5115696909991 42.21492517402114)
POINT (-119.3825707541984 42.22250998990581)
POINT (-119.1820693728196 42.18396485599162)
POINT (-118.9956259757231 42.24243975385635)
POINT (-118.7358868789705 42.2184886121196)
POINT (-118.5025549936157 42.22495945550552)
POINT (-117.703550849764 42.18664936053322)
POINT (-117.5245084602308 42.2653290378675)
POINT (-117.3125374606619 42.21613381084599)
POINT (-117.0803120134261 42.25140165956135)
POINT (-123.9739110424892 42.31344547030472)
POINT (-123.5951582386254 42.29003817919964)
POINT (-123.4233171037637 42.34695002247598)
POINT (-122.9772906794045 42.28752209667835)
POINT (-122.5711212994261 42.3239542916936)
POINT (-122.3918703853996 42.35733909454966)
POINT (-121.9003885262508 42.31661630363915)
POINT (-121.4177268332143 42.30335801080108)
POINT (-121.109091455703 42.34518822494498)
POINT (-120.9465332386009 42.27320894747333)
POINT (-120.8092208033922 42.31041425386913)
POINT (-120.5725404824096 42.27338300575725)
POINT (-119.9014358854239 42.34837904866601)
POINT (-119.6913242473105 42.28657651642526)
POINT (-118.8922950886672 42.3174936102138)
POINT (-118.6506129017897 42.34169786320214)
POINT (-118.2983465512956 42.27428152599579)
POINT (-118.056613479719 42.32651575888207)
POINT (-117.8669984212616 42.29500692452619)
POINT (-124.2037332029202 42.39276569249115)
POINT (-123.892907439742 42.42072395744527)
POINT (-123.6806910797154 42.38982533573081)
POINT (-123.530398920981 42.4257844556643)
POINT (-123.342756885389 42.44394956000037)
POINT (-123.0735745463107 42.39103769516603)
POINT (-122.9205289388371 42.4411787601422)
POINT (-122.7746470900973 42.4179312168779)
POINT (-122.1817958028157 42.38941156805477)
POINT (-122.0360398213456 42.38292795649517)
POINT (-121.5134383615695 42.44619038414586)
POINT (-120.6808629598885 42.36799465551569)
POINT (-120.4790959176206 42.38447087014347)
POINT (-120.2529049688178 42.40806089695624)
POINT (-120.0171036114615 42.40702494421274)
POINT (-119.7814994785859 42.41898882312619)
POINT (-119.5640435726027 42.4418305201765)
POINT (-119.3607083372213 42.36023975892908)
POINT (-119.2001760211023 42.42995159422019)
POINT (-119.0194129766232 42.39224327558446)
POINT (-118.7626051271239 42.43455706549242)
POINT (-118.2101847432099 42.4373547593918)
POINT (-117.7265807560582 42.43776997928182)
POINT (-117.2067929950894 42.40249093896526)
POINT (-124.3359085005168 42.46499850173793)
POINT (-122.2287341141375 42.52650621752137)
POINT (-121.9488233442038 42.48854821994136)
POINT (-121.70678052697 42.48224412113565)
POINT (-121.2540597041981 42.45221507234174)
POINT (-120.9704313127831 42.4795741852539)
POINT (-120.7873574571804 42.4941107726759)
POINT (-120.5786920250096 42.46065710440713)
POINT (-120.388780950991 42.50450162044267)
POINT (-120.1729923236712 42.50847164805069)
POINT (-119.6682350741166 42.5149599179877)
POINT (-118.58062201163 42.49372839099534)
POINT (-118.4166005453299 42.4518497925038)
POINT (-117.9755915434497 42.48297008910256)
POINT (-117.4339043349432 42.45649074709294)
POINT (-117.0692120829071 42.46077453965665)
POINT (-124.0667644137948 42.53953278029454)
POINT (-123.8109225541197 42.55308324296595)
POINT (-123.5892303276678 42.60150795081189)
POINT (-123.3688606646163 42.60186326694321)
POINT (-123.196279755692 42.59193017007975)
POINT (-123.0453023243945 42.61557607240423)
POINT (-122.7850320340684 42.60092394048235)
POINT (-122.6619471167214 42.54941677345767)
POINT (-122.5293427217731 42.57267771251807)
POINT (-122.3983810424691 42.58472133376357)
POINT (-122.1134773269826 42.59318053188282)
POINT (-121.3297082765447 42.57024435015929)
POINT (-121.1229298567283 42.57691278977285)
POINT (-120.5338560635647 42.57766093527456)
POINT (-119.9545073382226 42.54981757796494)
POINT (-119.47059460666 42.60696407190905)
